epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,23726.3,0.68034,0.93784,0.53265,0.92177,0.68397,0.75306,0.71667,0.53902,0.67697,0.76281,0.71349,0.51269,0.79294,1.14307,0.63345,0.97359,0.00061055,0.00061055,0.00061055
93,23982.9,0.65611,0.92243,0.54111,0.92389,0.73155,0.7358,0.74396,0.55885,0.72691,0.72719,0.74125,0.53039,0.7907,1.17165,0.66576,0.97982,0.000605051,0.000605051,0.000605051
94,24239.8,0.65953,0.90079,0.52855,0.91885,0.67651,0.7689,0.73229,0.55781,0.67777,0.77459,0.73827,0.52946,0.77787,1.13467,0.61567,0.97644,0.000599551,0.000599551,0.000599551
95,24496.8,0.65865,0.92101,0.54306,0.91182,0.71223,0.7019,0.72264,0.54789,0.71174,0.71808,0.7299,0.52087,0.79497,1.13252,0.62189,0.97337,0.000594052,0.000594052,0.000594052
96,24753.1,0.66312,0.91026,0.53081,0.91754,0.72286,0.70133,0.74617,0.56751,0.72094,0.69906,0.74616,0.54546,0.79548,1.16492,0.64752,0.97926,0.000588552,0.000588552,0.000588552
97,25009.8,0.64517,0.86756,0.50936,0.91022,0.67538,0.72877,0.73482,0.56322,0.68018,0.7346,0.74223,0.5344,0.76608,1.17143,0.63685,0.95779,0.000583053,0.000583053,0.000583053
98,25266.5,0.64378,0.8897,0.52583,0.9065,0.6829,0.74077,0.72468,0.54718,0.68611,0.74484,0.72811,0.5072,0.78706,1.20953,0.73156,0.97495,0.000577553,0.000577553,0.000577553
99,25523.4,0.64309,0.91755,0.51443,0.90794,0.68005,0.74039,0.73855,0.56533,0.68349,0.74418,0.73789,0.5352,0.75102,1.12309,0.62811,0.95199,0.000572054,0.000572054,0.000572054
100,25780.3,0.64077,0.88115,0.49296,0.90771,0.64144,0.69565,0.70591,0.52965,0.64633,0.70003,0.70351,0.4947,0.77996,1.1967,0.66343,0.97289,0.000566554,0.000566554,0.000566554
101,26037,0.6436,0.89975,0.49954,0.90264,0.71137,0.72875,0.73844,0.56345,0.71727,0.73691,0.74283,0.53842,0.75673,1.12374,0.6353,0.96118,0.000561055,0.000561055,0.000561055
102,26294.1,0.64074,0.87293,0.48735,0.89892,0.67383,0.73856,0.72414,0.54058,0.68356,0.72782,0.72256,0.51376,0.78514,1.17239,0.63919,0.97417,0.000555556,0.000555556,0.000555556
103,26550.9,0.64546,0.88162,0.48754,0.90539,0.71291,0.75402,0.72467,0.55183,0.71482,0.75599,0.72952,0.52207,0.76212,1.13932,0.64355,0.96638,0.000550056,0.000550056,0.000550056
104,26807.4,0.6215,0.86511,0.47304,0.89943,0.72383,0.72986,0.75087,0.57597,0.72815,0.73081,0.75086,0.54169,0.76687,1.15892,0.62547,0.96687,0.000544557,0.000544557,0.000544557
105,27064.4,0.62313,0.83618,0.47412,0.88976,0.70183,0.71238,0.72594,0.55119,0.70462,0.72811,0.72749,0.52039,0.77528,1.14033,0.62846,0.97022,0.000539057,0.000539057,0.000539057
106,27321.4,0.63569,0.85948,0.47509,0.90522,0.65159,0.76508,0.73341,0.54654,0.64863,0.76193,0.73125,0.5235,0.77471,1.15531,0.63072,0.97227,0.000533558,0.000533558,0.000533558
107,27578.2,0.63744,0.86137,0.47482,0.90481,0.72052,0.7121,0.73106,0.54528,0.71921,0.71034,0.72854,0.51574,0.77471,1.16946,0.64222,0.97262,0.000528058,0.000528058,0.000528058
108,27835.2,0.61782,0.8352,0.47781,0.89285,0.62973,0.75621,0.7307,0.54388,0.63795,0.76662,0.73529,0.52055,0.78828,1.18637,0.632,0.98235,0.000522559,0.000522559,0.000522559
109,28092.1,0.5957,0.81671,0.43764,0.88287,0.70385,0.76178,0.73686,0.56772,0.71252,0.77027,0.73959,0.53667,0.76253,1.14553,0.59708,0.96097,0.000517059,0.000517059,0.000517059
