object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,2,House,"[81.39085388183594, 547.2227783203125, 127.47996520996094, 624.7745361328125]",162.63551092587838,1750.5923760550622,0.9990695118904114,"12202 Stangle Rd, Town of Chippewa.png"
