epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,26417.6,0.62908,0.86583,0.49715,0.91922,0.63797,0.75393,0.69582,0.53081,0.63546,0.75339,0.69561,0.50695,0.80066,1.18429,0.67869,0.99145,0.000550056,0.000550056,0.000550056
104,26673.6,0.6181,0.85015,0.47638,0.90283,0.74592,0.71411,0.72723,0.55608,0.75005,0.71819,0.73359,0.52399,0.76455,1.20553,0.64831,0.96681,0.000544557,0.000544557,0.000544557
105,26929.8,0.61832,0.84929,0.48861,0.91622,0.7385,0.68595,0.7256,0.55628,0.724,0.68571,0.72012,0.52547,0.78826,1.24673,0.64553,0.98259,0.000539057,0.000539057,0.000539057
106,27185.9,0.62096,0.84153,0.50934,0.91873,0.70668,0.72353,0.72473,0.54834,0.70354,0.72261,0.72551,0.51918,0.78785,1.20381,0.64117,0.9821,0.000533558,0.000533558,0.000533558
107,27442.1,0.61342,0.84395,0.46829,0.92036,0.68392,0.69097,0.69215,0.52228,0.68624,0.69429,0.69079,0.49865,0.80041,1.1505,0.70341,0.98268,0.000528058,0.000528058,0.000528058
108,27698,0.59925,0.84396,0.45884,0.89711,0.69824,0.71413,0.71215,0.53502,0.69375,0.71412,0.70799,0.50866,0.79079,1.18726,0.65558,0.99138,0.000522559,0.000522559,0.000522559
109,27953.8,0.61285,0.85756,0.48264,0.90687,0.7041,0.70175,0.70717,0.53375,0.70886,0.70642,0.71075,0.51344,0.79656,1.16102,0.67543,0.99104,0.000517059,0.000517059,0.000517059
110,28210,0.61197,0.85513,0.49455,0.91051,0.68763,0.72206,0.72534,0.55123,0.69167,0.72679,0.72743,0.52518,0.8,1.17164,0.68012,0.98478,0.00051156,0.00051156,0.00051156
111,28465.8,0.63304,0.85586,0.48537,0.92086,0.66179,0.73109,0.70265,0.53313,0.66095,0.73022,0.70113,0.50244,0.80144,1.22255,0.65463,0.99655,0.00050606,0.00050606,0.00050606
112,28721.9,0.59749,0.82748,0.47044,0.89607,0.73074,0.65351,0.69562,0.53587,0.73097,0.65409,0.69342,0.50788,0.78162,1.17926,0.65932,0.98026,0.000500561,0.000500561,0.000500561
113,28977.8,0.59985,0.83286,0.44364,0.89989,0.69722,0.71938,0.72365,0.55306,0.70047,0.72259,0.72635,0.52479,0.77381,1.17184,0.62261,0.9774,0.000495062,0.000495062,0.000495062
114,29233.4,0.61022,0.8526,0.48135,0.92009,0.70701,0.69959,0.70288,0.52123,0.69735,0.69109,0.69705,0.49664,0.79167,1.19014,0.68651,0.98618,0.000489562,0.000489562,0.000489562
115,29489.4,0.60479,0.84171,0.46174,0.89689,0.72005,0.69129,0.71248,0.55045,0.72081,0.69275,0.71476,0.52135,0.77914,1.21804,0.64427,0.97711,0.000484063,0.000484063,0.000484063
116,29745.2,0.59278,0.8327,0.43683,0.8996,0.7275,0.71593,0.72201,0.55043,0.73621,0.72416,0.73357,0.53337,0.78754,1.15257,0.64531,0.98799,0.000478563,0.000478563,0.000478563
117,30001.4,0.58734,0.81714,0.43281,0.89892,0.69949,0.72556,0.72194,0.55251,0.71213,0.73649,0.73318,0.52435,0.78461,1.1872,0.62326,0.98676,0.000473064,0.000473064,0.000473064
118,30257.6,0.59293,0.81652,0.4488,0.90657,0.69932,0.72022,0.72618,0.54578,0.70479,0.71819,0.72616,0.51859,0.80031,1.25047,0.6394,0.98981,0.000467564,0.000467564,0.000467564
119,30513.7,0.58769,0.80695,0.43146,0.89981,0.7245,0.70877,0.70968,0.5418,0.73181,0.7132,0.71365,0.51678,0.77194,1.1852,0.65798,0.9732,0.000462065,0.000462065,0.000462065
120,30769.3,0.57434,0.80225,0.42819,0.89962,0.76218,0.67909,0.72199,0.56134,0.773,0.68651,0.73079,0.53107,0.75774,1.18505,0.63518,0.97019,0.000456565,0.000456565,0.000456565
121,31025,0.58183,0.80566,0.43459,0.89058,0.66101,0.72062,0.71767,0.54924,0.66629,0.72813,0.72367,0.52924,0.78321,1.18135,0.65909,0.98962,0.000451066,0.000451066,0.000451066
122,31281,0.57455,0.79932,0.42242,0.90261,0.73387,0.68971,0.72195,0.55393,0.73348,0.69168,0.73039,0.52941,0.80244,1.24673,0.66315,1.00465,0.000445567,0.000445567,0.000445567
