object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,1,Garage,[1825.054  1783.1412 1915.8848 1897.8073],137.16387475,1476.4182314215248,0.9736131429672241,"75850 Chippewa Lake Rd, Town of Chippewa.png"
1,2,House,[676.87274 327.9565  829.9375  488.94556],319.42295175,3438.2367103418246,0.8077770471572876,"75850 Chippewa Lake Rd, Town of Chippewa.png"
