object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,5,Trailer,[ 939.9041  909.9484 1141.6998 1095.4115],242.8667605,2614.19352334595,0.9932156205177307,"78310 Bear Lake Rd, Town of Chippewa.png"
