object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,2,House,[ 985.533    900.25433 1095.9557  1053.9655 ],259.62024025,2794.5263040269747,0.9964450001716614,"12049 State Hwy 13, Town of Chippewa.png"
2,1,Garage,[1340.0978 1135.7546 1538.547  1242.9595],258.11091775,2778.280107569225,0.30733224749565125,"12049 State Hwy 13, Town of Chippewa.png"
