object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,1,Garage,[ 972.06885  918.26184 1073.4799  1072.1176 ],183.71808875,1977.523135496125,0.6393428444862366,"14616 Radlinger Rd, Town of Chippewa.png"
