object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file
0,1,Garage,[ 718.82416  918.72394  832.93085 1058.9038 ],142.815449,1537.2512114910999,0.9460310935974121,"79112 West Rd, Town of Chippewa.png"
1,2,House,[416.92087 213.98405 534.08276 332.9298 ],176.154706,1896.1116399134,0.3115867078304291,"79112 West Rd, Town of Chippewa.png"
