epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,12139.5,0.51754,0.69025,0.34242,0.88145,0.68558,0.72838,0.73451,0.561,0.70111,0.721,0.7416,0.51013,0.74267,1.1315,0.70517,1.06169,0.000434568,0.000434568,0.000434568
125,12237,0.50319,0.67771,0.33461,0.86709,0.75098,0.68132,0.73262,0.55781,0.77362,0.6837,0.73822,0.51005,0.74963,1.17811,0.68358,1.07425,0.000429068,0.000429068,0.000429068
126,12334.5,0.5207,0.6712,0.35735,0.88052,0.75647,0.67572,0.74255,0.56619,0.74458,0.71239,0.75443,0.51922,0.75768,1.17254,0.67359,1.08117,0.000423569,0.000423569,0.000423569
127,12431.9,0.49921,0.66395,0.32944,0.86139,0.73269,0.69959,0.74376,0.56227,0.73076,0.71078,0.73912,0.51361,0.72871,1.17825,0.66658,1.04678,0.000418069,0.000418069,0.000418069
128,12529.6,0.50347,0.67333,0.33338,0.86942,0.69434,0.69744,0.72631,0.55574,0.69165,0.70554,0.72248,0.51267,0.73271,1.22734,0.70615,1.05307,0.00041257,0.00041257,0.00041257
129,12627.1,0.50736,0.66305,0.33338,0.86958,0.71175,0.7087,0.74719,0.57019,0.71232,0.70917,0.74348,0.51944,0.75304,1.16129,0.69052,1.06037,0.00040707,0.00040707,0.00040707
130,12725.6,0.51458,0.6633,0.33194,0.86628,0.75991,0.66092,0.74434,0.57509,0.77564,0.67303,0.75509,0.53773,0.74831,1.18338,0.70984,1.06655,0.000401571,0.000401571,0.000401571
131,12823.8,0.50978,0.67125,0.32981,0.86923,0.72412,0.68618,0.72874,0.55281,0.71257,0.6874,0.71933,0.50808,0.75589,1.19512,0.70649,1.06928,0.000396071,0.000396071,0.000396071
132,12921.2,0.50162,0.66203,0.32711,0.87202,0.72937,0.69575,0.73005,0.55012,0.72357,0.70406,0.72584,0.50539,0.76209,1.24372,0.69191,1.07758,0.000390572,0.000390572,0.000390572
133,13018.9,0.49787,0.65443,0.33062,0.86665,0.65639,0.73185,0.70642,0.54189,0.65767,0.73207,0.69969,0.4881,0.75838,1.19391,0.73086,1.07672,0.000385073,0.000385073,0.000385073
134,13116.2,0.50816,0.67029,0.34017,0.87339,0.70381,0.68853,0.72041,0.55516,0.70118,0.69342,0.71803,0.50694,0.74955,1.15815,0.72999,1.06831,0.000379573,0.000379573,0.000379573
135,13213.8,0.49936,0.65095,0.32129,0.86139,0.73724,0.64148,0.72418,0.55306,0.71558,0.66525,0.72764,0.51058,0.76293,1.19459,0.71415,1.08713,0.000374074,0.000374074,0.000374074
136,13311.3,0.50229,0.65516,0.33245,0.87179,0.75253,0.65999,0.72442,0.54707,0.75138,0.67794,0.7241,0.49744,0.75018,1.17591,0.70643,1.07207,0.000368574,0.000368574,0.000368574
137,13408.7,0.48015,0.64804,0.31806,0.85789,0.74697,0.6546,0.7157,0.55044,0.71857,0.68055,0.72958,0.507,0.76133,1.27904,0.68625,1.10487,0.000363075,0.000363075,0.000363075
138,13506.4,0.49987,0.65663,0.32951,0.86981,0.73571,0.63796,0.72834,0.54888,0.74342,0.65332,0.7333,0.51549,0.76036,1.19085,0.71553,1.09652,0.000357575,0.000357575,0.000357575
139,13604,0.49336,0.66269,0.32814,0.87034,0.75162,0.65778,0.71917,0.54897,0.75249,0.66449,0.71914,0.50165,0.76044,1.22864,0.70188,1.08355,0.000352076,0.000352076,0.000352076
140,13701.6,0.48912,0.65041,0.31675,0.85774,0.77932,0.64089,0.74432,0.57199,0.78199,0.65487,0.74573,0.52327,0.74995,1.18337,0.67974,1.07615,0.000346576,0.000346576,0.000346576
141,13799.3,0.48271,0.6433,0.3084,0.86328,0.75109,0.66865,0.73953,0.55653,0.7591,0.66612,0.73574,0.51581,0.74903,1.19215,0.68335,1.0675,0.000341077,0.000341077,0.000341077
142,13896.7,0.48545,0.64349,0.3166,0.86331,0.74065,0.67575,0.7224,0.55359,0.73939,0.68363,0.72606,0.50063,0.74637,1.20663,0.73361,1.06943,0.000335578,0.000335578,0.000335578
143,13994.3,0.48602,0.65129,0.31976,0.86583,0.76557,0.67249,0.73259,0.55735,0.73963,0.69718,0.73277,0.51909,0.75425,1.24678,0.67358,1.07418,0.000330078,0.000330078,0.000330078
144,14091.7,0.47572,0.64233,0.31462,0.85639,0.70498,0.68737,0.71725,0.55217,0.68909,0.70985,0.72257,0.50376,0.74123,1.22826,0.72803,1.06053,0.000324579,0.000324579,0.000324579
145,14189.1,0.4777,0.62437,0.32077,0.86338,0.71523,0.70562,0.72754,0.54904,0.70053,0.70763,0.71631,0.50364,0.75251,1.227,0.68794,1.07452,0.000319079,0.000319079,0.000319079
146,14286.8,0.47193,0.6422,0.30628,0.85382,0.74784,0.68293,0.72986,0.55946,0.72824,0.69137,0.7264,0.50775,0.7507,1.23143,0.69791,1.08861,0.00031358,0.00031358,0.00031358
147,14384,0.47461,0.63688,0.31009,0.85792,0.75104,0.65121,0.73461,0.5572,0.74971,0.65472,0.731,0.51505,0.74893,1.27323,0.70652,1.08734,0.00030808,0.00030808,0.00030808
148,14481.5,0.4773,0.63063,0.30985,0.85962,0.70828,0.709,0.72531,0.55038,0.69636,0.70671,0.72505,0.51003,0.74609,1.21553,0.74616,1.06893,0.000302581,0.000302581,0.000302581
149,14578.9,0.47219,0.62506,0.30414,0.85762,0.74934,0.66706,0.71679,0.55289,0.75196,0.67085,0.72627,0.50989,0.74,1.25035,0.69722,1.06975,0.000297081,0.000297081,0.000297081
150,14676.3,0.47263,0.63783,0.30587,0.85357,0.71945,0.65998,0.69734,0.53392,0.72198,0.66198,0.69969,0.48627,0.73929,1.22787,0.72513,1.06343,0.000291582,0.000291582,0.000291582
151,14773.8,0.46207,0.63053,0.30059,0.85041,0.7293,0.67555,0.71265,0.54244,0.70206,0.71033,0.71926,0.504,0.73797,1.22277,0.7167,1.06256,0.000286083,0.000286083,0.000286083
152,14871.1,0.45956,0.62327,0.30033,0.85221,0.74762,0.66553,0.72722,0.55479,0.72919,0.68523,0.72334,0.5005,0.73454,1.21232,0.71108,1.05756,0.000280583,0.000280583,0.000280583
153,14968.8,0.46915,0.62394,0.30156,0.85736,0.7513,0.67475,0.72334,0.54798,0.72522,0.6948,0.71128,0.5031,0.7298,1.23689,0.71336,1.06074,0.000275084,0.000275084,0.000275084
154,15066.2,0.46317,0.61753,0.30457,0.8508,0.7455,0.6636,0.70073,0.54006,0.74579,0.66752,0.70686,0.49292,0.74065,1.24141,0.69844,1.07138,0.000269584,0.000269584,0.000269584
155,15163.6,0.45256,0.59528,0.29385,0.85588,0.76774,0.65767,0.70931,0.54187,0.73824,0.67015,0.709,0.49589,0.73791,1.27822,0.70274,1.07667,0.000264085,0.000264085,0.000264085
156,15261.1,0.44523,0.6049,0.28782,0.84913,0.739,0.70019,0.73561,0.55661,0.73352,0.69813,0.73006,0.51131,0.74231,1.27596,0.70599,1.0746,0.000258585,0.000258585,0.000258585
157,15358.5,0.45767,0.59697,0.29018,0.85578,0.75219,0.66879,0.73069,0.55385,0.74344,0.67199,0.72515,0.51422,0.75318,1.24113,0.73572,1.08638,0.000253086,0.000253086,0.000253086
158,15456.1,0.45599,0.60337,0.30214,0.84724,0.74154,0.66653,0.72195,0.5578,0.72964,0.67016,0.7222,0.50965,0.7302,1.22652,0.7089,1.07329,0.000247586,0.000247586,0.000247586
159,15553.5,0.45297,0.61397,0.29214,0.84354,0.6844,0.69987,0.71241,0.54325,0.68348,0.70117,0.70729,0.49766,0.75005,1.2525,0.7113,1.09064,0.000242087,0.000242087,0.000242087
160,15650.7,0.45403,0.6017,0.29952,0.85743,0.7323,0.66314,0.71705,0.55376,0.73103,0.66608,0.71563,0.50945,0.72816,1.23556,0.72378,1.05889,0.000236587,0.000236587,0.000236587
161,15748.1,0.4466,0.5922,0.29108,0.85732,0.75281,0.64703,0.71852,0.55963,0.75205,0.64576,0.72277,0.51525,0.73096,1.23599,0.72904,1.05884,0.000231088,0.000231088,0.000231088
162,15845.6,0.44423,0.59066,0.29064,0.85213,0.74501,0.65307,0.72467,0.55919,0.74116,0.65169,0.7187,0.51078,0.72835,1.25482,0.71589,1.06265,0.000225589,0.000225589,0.000225589
163,15943.3,0.4477,0.58851,0.28636,0.85056,0.75029,0.65525,0.72677,0.55779,0.74295,0.65028,0.7236,0.51658,0.73032,1.25009,0.71348,1.05618,0.000220089,0.000220089,0.000220089
164,16040.5,0.4343,0.58499,0.2802,0.84672,0.74512,0.65727,0.72762,0.56432,0.70386,0.70321,0.73348,0.52158,0.72426,1.26505,0.67127,1.06852,0.00021459,0.00021459,0.00021459
165,16137.9,0.44495,0.59499,0.28896,0.85678,0.72042,0.69482,0.72642,0.55757,0.71872,0.69647,0.7281,0.51471,0.72954,1.28406,0.67874,1.06525,0.00020909,0.00020909,0.00020909
166,16235.3,0.45123,0.6055,0.29646,0.85683,0.76326,0.6741,0.73394,0.56766,0.76502,0.67911,0.74063,0.51942,0.72982,1.24744,0.67447,1.07419,0.000203591,0.000203591,0.000203591
167,16332.7,0.45055,0.58936,0.28415,0.84396,0.72961,0.69898,0.72576,0.5624,0.72543,0.70294,0.72693,0.5152,0.73501,1.28488,0.71226,1.06912,0.000198091,0.000198091,0.000198091
168,16430.1,0.4361,0.58404,0.28176,0.84412,0.77719,0.66188,0.74035,0.5712,0.7762,0.66289,0.73434,0.5222,0.72773,1.26606,0.70233,1.06877,0.000192592,0.000192592,0.000192592
169,16527.5,0.43433,0.58347,0.27965,0.84648,0.77291,0.6733,0.74254,0.57616,0.76783,0.67266,0.73531,0.52262,0.73615,1.30219,0.70916,1.07429,0.000187092,0.000187092,0.000187092
170,16625.2,0.43423,0.58851,0.28801,0.84885,0.72459,0.69853,0.73355,0.56742,0.72473,0.7046,0.73563,0.51875,0.74719,1.24597,0.69526,1.08362,0.000181593,0.000181593,0.000181593
171,16723,0.42429,0.56973,0.26625,0.83708,0.71257,0.70457,0.73408,0.56695,0.71421,0.70852,0.73534,0.5217,0.72736,1.27613,0.69596,1.07696,0.000176094,0.000176094,0.000176094
172,16820.5,0.43221,0.58384,0.27468,0.84765,0.77436,0.65553,0.73947,0.57547,0.76926,0.65413,0.74293,0.52826,0.72945,1.24469,0.72122,1.06966,0.000170594,0.000170594,0.000170594
173,16918,0.41619,0.56245,0.27549,0.84154,0.71721,0.69178,0.71823,0.55396,0.71447,0.69478,0.71811,0.50832,0.73421,1.27349,0.73031,1.07203,0.000165095,0.000165095,0.000165095
174,17015.8,0.42314,0.56762,0.26913,0.8345,0.75244,0.6583,0.73031,0.56495,0.74331,0.66065,0.72624,0.52132,0.72944,1.29099,0.70153,1.07248,0.000159595,0.000159595,0.000159595
175,17113.2,0.41757,0.56689,0.26433,0.84232,0.72628,0.68653,0.73148,0.56705,0.722,0.68469,0.72997,0.52352,0.73062,1.31988,0.71197,1.06954,0.000154096,0.000154096,0.000154096
176,17210.5,0.42267,0.56618,0.2756,0.84852,0.77772,0.64942,0.73026,0.56216,0.77652,0.64409,0.72681,0.51993,0.73839,1.28781,0.69403,1.08224,0.000148596,0.000148596,0.000148596
177,17308.1,0.42211,0.56383,0.27512,0.83966,0.75567,0.64004,0.71899,0.55563,0.76001,0.65574,0.72995,0.51576,0.73315,1.28974,0.71093,1.071,0.000143097,0.000143097,0.000143097
178,17405.6,0.4282,0.56286,0.27311,0.84118,0.75141,0.6581,0.72681,0.5581,0.74615,0.65741,0.72184,0.51268,0.72885,1.29274,0.72152,1.07232,0.000137597,0.000137597,0.000137597
179,17503.3,0.4225,0.55172,0.27605,0.85367,0.78055,0.66153,0.72452,0.56043,0.77312,0.66141,0.72441,0.51162,0.72934,1.324,0.71681,1.07308,0.000132098,0.000132098,0.000132098
180,17600.9,0.41616,0.55099,0.27034,0.83636,0.76757,0.65034,0.72941,0.56135,0.79737,0.64968,0.73442,0.51592,0.74357,1.30349,0.71253,1.08659,0.000126598,0.000126598,0.000126598
181,17698.6,0.40501,0.53652,0.26015,0.83144,0.75934,0.66215,0.72282,0.55684,0.75911,0.67842,0.72931,0.51172,0.73492,1.31138,0.7143,1.08156,0.000121099,0.000121099,0.000121099
182,17796,0.40765,0.55942,0.2589,0.83622,0.76237,0.67174,0.72181,0.55813,0.77115,0.67041,0.72374,0.51141,0.72354,1.3262,0.71801,1.06504,0.0001156,0.0001156,0.0001156
183,17893.2,0.40907,0.54147,0.25969,0.8357,0.76609,0.66211,0.72532,0.55843,0.77169,0.67191,0.72832,0.51495,0.73349,1.29434,0.7043,1.07636,0.0001101,0.0001101,0.0001101
184,17990.8,0.40962,0.54766,0.26352,0.84054,0.76045,0.65687,0.72748,0.56166,0.71266,0.70999,0.72678,0.51718,0.72951,1.29584,0.71252,1.0733,0.000104601,0.000104601,0.000104601
185,18088.2,0.40835,0.53839,0.26348,0.84503,0.77712,0.66774,0.72813,0.56415,0.77591,0.66994,0.73544,0.52201,0.72208,1.30852,0.69758,1.06287,9.91012e-05,9.91012e-05,9.91012e-05
186,18185.7,0.40675,0.55363,0.26484,0.83407,0.77919,0.65846,0.73095,0.56896,0.7702,0.6681,0.73305,0.52541,0.72302,1.2904,0.70009,1.06821,9.36017e-05,9.36017e-05,9.36017e-05
187,18283.2,0.39943,0.53947,0.26061,0.82784,0.77349,0.66015,0.72782,0.56053,0.76088,0.65451,0.72081,0.51609,0.73113,1.31261,0.7093,1.07679,8.81023e-05,8.81023e-05,8.81023e-05
188,18380.8,0.40449,0.53515,0.25753,0.83129,0.78182,0.66885,0.73428,0.56484,0.76264,0.67852,0.7268,0.52137,0.73449,1.3219,0.71202,1.08343,8.26028e-05,8.26028e-05,8.26028e-05
189,18478.5,0.42048,0.55697,0.2752,0.84349,0.77743,0.66819,0.72633,0.55998,0.75799,0.66986,0.72344,0.51646,0.73414,1.30532,0.71178,1.08741,7.71034e-05,7.71034e-05,7.71034e-05
190,18576,0.40206,0.53533,0.25548,0.83279,0.74629,0.67295,0.72019,0.55353,0.73839,0.67355,0.71624,0.50889,0.73495,1.34469,0.73506,1.08089,7.1604e-05,7.1604e-05,7.1604e-05
191,18674.7,0.40756,0.55331,0.26512,0.83803,0.75568,0.64219,0.70943,0.5462,0.74798,0.65118,0.71171,0.50288,0.73167,1.35027,0.72821,1.07553,6.61045e-05,6.61045e-05,6.61045e-05
192,18772,0.39688,0.53636,0.25183,0.83728,0.75985,0.64041,0.70624,0.54335,0.74789,0.65796,0.71456,0.50099,0.73586,1.35166,0.71935,1.08212,6.06051e-05,6.06051e-05,6.06051e-05
193,18869.2,0.39384,0.53837,0.24307,0.83967,0.72973,0.66476,0.70338,0.54373,0.72687,0.67464,0.70904,0.49577,0.73176,1.36451,0.71409,1.0823,5.51056e-05,5.51056e-05,5.51056e-05
194,18966.7,0.40444,0.57345,0.27497,0.8491,0.7614,0.65036,0.70924,0.55033,0.76096,0.6571,0.71258,0.5016,0.72909,1.34299,0.70527,1.0835,4.96062e-05,4.96062e-05,4.96062e-05
195,19063.9,0.38244,0.53094,0.23796,0.83257,0.76357,0.64606,0.71159,0.55165,0.76984,0.65134,0.71824,0.5054,0.72603,1.33076,0.70428,1.08137,4.41067e-05,4.41067e-05,4.41067e-05
196,19161.4,0.38494,0.54208,0.25021,0.84422,0.7436,0.64163,0.71783,0.55899,0.72303,0.68075,0.72063,0.51092,0.72458,1.32606,0.71309,1.07208,3.86073e-05,3.86073e-05,3.86073e-05
197,19258.7,0.3843,0.5309,0.24519,0.83093,0.74503,0.6366,0.71706,0.55783,0.68657,0.71855,0.72312,0.50896,0.72475,1.33165,0.71254,1.07347,3.31078e-05,3.31078e-05,3.31078e-05
198,19355.9,0.38849,0.52169,0.24516,0.83592,0.73121,0.65214,0.71743,0.5563,0.72765,0.66039,0.71808,0.50758,0.71985,1.32589,0.70794,1.06709,2.76084e-05,2.76084e-05,2.76084e-05
199,19453.5,0.38292,0.51599,0.24649,0.83285,0.73973,0.64855,0.71852,0.55913,0.70822,0.68291,0.7206,0.51134,0.71831,1.33315,0.70876,1.06536,2.21089e-05,2.21089e-05,2.21089e-05
200,19550.7,0.37996,0.5154,0.23481,0.83745,0.73707,0.64927,0.71884,0.55795,0.71382,0.67616,0.7206,0.51096,0.71759,1.34127,0.71431,1.06463,1.66095e-05,1.66095e-05,1.66095e-05
