object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,
0,2,House,"[616.2920532226562, 483.4448547363281, 668.0895385742188, 592.435302734375]",211.4377007,2275.894267,0.999277055,"12903 Willow Ln, Town of Agenda.png",,,,True Size = 1920
