object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,,
0,2,House,"[621.9290161132812, 574.3660888671875, 674.1699829101562, 689.9007568359375]",168.3298091,1811.885233,0.976595759,"15812 North Park Rd, Town of Agenda.png",,,,,True Size = 1600
