object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,,
1,2,House,"[747.5349731445312, 518.5587768554688, 795.7601928710938, 576.0537719726562]",78.68274818,846.9332331,0.791427255,"84463 Creamery Rd, Town of Agenda.png",,,,,True Size = 640
