object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,,
0,5,Trailer,"[763.720703125, 546.075927734375, 816.1910400390625, 662.6929931640625]",160.5995742,1728.677757,0.949443519,"14659 Orchard Rd, Town of Agenda.png",,,,,True Size=1360
