object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,,
0,2,House,"[607.13916015625, 596.5575561523438, 676.3243408203125, 660.0020141601562]",130.585754,1405.611997,0.999427199,"14463 Orchard Rd, Town of Agenda.png",,,, ,True Size = 1136
