object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,,
0,2,House,"[609.117919921875, 597.6946411132812, 681.6312255859375, 676.3875122070312]",117.3733627,1263.395139,0.988629818,"17091 Roddis Line Rd, Town of Agenda.png",,,,,True Size = 1152
