object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,,,,
1,2,House,"[1176.86328125, 1143.9691162109375, 1248.961669921875, 1250.3992919921875]",244.6067189,2632.922262,0.999277055,"12804 Cherry Ln, Town of Agenda.png",,,,True Size = 2132 
