epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,15208.3,0.55591,0.75925,0.38455,0.87107,0.67222,0.75751,0.68739,0.5219,0.66418,0.74948,0.6749,0.45674,0.69063,1.03756,0.6161,0.96676,0.000528058,0.000528058,0.000528058
108,15350.1,0.55943,0.73464,0.38795,0.87719,0.67457,0.75712,0.74142,0.58646,0.67498,0.74456,0.72996,0.50517,0.7009,1.04202,0.6215,0.9779,0.000522559,0.000522559,0.000522559
109,15492.6,0.55629,0.7418,0.3799,0.86633,0.71427,0.66658,0.73932,0.58337,0.64814,0.73709,0.72315,0.51381,0.69636,1.05479,0.59791,0.97949,0.000517059,0.000517059,0.000517059
110,15635.5,0.55269,0.74029,0.37071,0.86822,0.61909,0.76746,0.67868,0.52536,0.6227,0.69971,0.65539,0.45397,0.70452,1.11085,0.65424,0.99108,0.00051156,0.00051156,0.00051156
111,15777.2,0.54636,0.72769,0.37518,0.86489,0.68832,0.6443,0.67909,0.53089,0.67754,0.63573,0.65923,0.46989,0.69344,1.0788,0.62045,0.98012,0.00050606,0.00050606,0.00050606
112,15919.2,0.5439,0.71525,0.36378,0.86403,0.69424,0.63578,0.67677,0.52239,0.63326,0.7109,0.6607,0.46171,0.68741,1.05484,0.63871,0.9652,0.000500561,0.000500561,0.000500561
113,16060.9,0.54526,0.72052,0.36403,0.86351,0.70282,0.65782,0.68378,0.53598,0.69494,0.65296,0.6762,0.46877,0.67332,1.05077,0.60498,0.95999,0.000495062,0.000495062,0.000495062
114,16202.7,0.54018,0.72222,0.36351,0.8614,0.66047,0.67147,0.67523,0.52993,0.65725,0.66862,0.66751,0.46318,0.67938,1.10948,0.59931,0.96702,0.000489562,0.000489562,0.000489562
115,16344.3,0.5424,0.71874,0.36882,0.86075,0.67127,0.79044,0.73588,0.57583,0.66133,0.78225,0.72436,0.50243,0.68507,1.05014,0.59985,0.9692,0.000484063,0.000484063,0.000484063
116,16486.4,0.53307,0.69827,0.35454,0.85653,0.61614,0.8019,0.70663,0.54488,0.60521,0.79047,0.69006,0.46921,0.68759,1.08326,0.60849,0.97581,0.000478563,0.000478563,0.000478563
117,16628.5,0.53783,0.70626,0.36286,0.86162,0.7025,0.65933,0.6931,0.54023,0.69052,0.64704,0.67172,0.46914,0.67992,1.05251,0.58926,0.97597,0.000473064,0.000473064,0.000473064
118,16770.4,0.54342,0.70243,0.37337,0.86088,0.65413,0.67157,0.66633,0.51855,0.5962,0.77465,0.65541,0.45167,0.67479,1.07379,0.63315,0.98188,0.000467564,0.000467564,0.000467564
119,16912,0.53023,0.70154,0.36381,0.86005,0.65625,0.65118,0.68334,0.5311,0.65789,0.64023,0.67228,0.46404,0.68802,1.09205,0.62339,0.98167,0.000462065,0.000462065,0.000462065
120,17054,0.52701,0.70031,0.34827,0.85555,0.6503,0.65429,0.67814,0.53179,0.66469,0.61909,0.66235,0.46338,0.68699,1.0726,0.61553,0.9788,0.000456565,0.000456565,0.000456565
121,17196.1,0.5253,0.70238,0.35198,0.85386,0.66863,0.68411,0.67721,0.53015,0.67031,0.70675,0.67021,0.45391,0.70356,1.06103,0.63879,0.99569,0.000451066,0.000451066,0.000451066
122,17338,0.53543,0.71242,0.36143,0.85848,0.65801,0.66039,0.66598,0.51405,0.65101,0.64835,0.65306,0.4542,0.69772,1.05836,0.6248,0.99202,0.000445567,0.000445567,0.000445567
123,17480,0.52198,0.69669,0.36172,0.85834,0.66974,0.64826,0.67865,0.53717,0.66323,0.64231,0.66253,0.46118,0.68277,1.06724,0.67144,0.97815,0.000440067,0.000440067,0.000440067
124,17622.8,0.53294,0.7033,0.35871,0.85937,0.69863,0.6764,0.68,0.5421,0.687,0.66863,0.66501,0.46514,0.6816,1.04769,0.631,0.98468,0.000434568,0.000434568,0.000434568
125,17764.7,0.52915,0.70627,0.34483,0.86026,0.70063,0.6911,0.68165,0.53703,0.7049,0.72325,0.68389,0.46755,0.67086,1.05451,0.60665,0.97661,0.000429068,0.000429068,0.000429068
